序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","平均風速<br />WS_HR<br />(m/sec)","平均風向<br />WD_HR<br />(degress)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
7641,雲林縣,2000/05,崙背,1.6,0.44,-,32.7,-,-,16.93,2.25,14.68,2.42,0.14,2.28,-,-,25.83,-,-,-,-
7642,雲林縣,2000/05,臺西,2.3,0.43,-,39.8,77,-,13.62,1.68,11.94,-,-,-,-,-,25.44,-,-,-,-
7643,雲林縣,2000/04,斗六,4.2,0.74,-,21.7,59,-,30.32,6.56,23.76,-,-,-,-,-,23.2,-,-,-,-
7644,雲林縣,2000/04,崙背,2.1,0.49,-,25.7,85,-,21.89,3.26,18.62,2.353,0.15,2.2,-,-,23.15,-,-,-,-
7645,雲林縣,2000/04,臺西,2.3,0.57,-,33.6,74,-,15.97,1.94,14.03,-,-,-,-,-,23.0,-,-,-,-
7646,雲林縣,2000/03,斗六,5.5,0.81,-,20.4,114,-,39.56,10.61,28.95,-,-,-,-,-,18.93,-,-,-,-
7647,雲林縣,2000/03,崙背,2.6,0.47,-,30.9,111,-,25.28,2.9,22.38,-,-,-,-,-,18.31,-,-,-,-
7648,雲林縣,2000/03,臺西,2.1,0.42,-,40.4,94,-,14.34,1.73,12.61,-,-,-,-,-,17.42,-,-,-,-
7649,雲林縣,2000/02,斗六,3.2,0.77,-,12.6,66,-,36.99,9.77,27.22,-,-,-,-,-,15.94,-,-,-,-
7650,雲林縣,2000/02,崙背,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.69,-,-,-,-
7651,雲林縣,2000/02,臺西,1.1,0.35,-,36.3,55,-,8.93,1.11,7.83,-,-,-,-,-,14.8,-,-,-,-
7652,雲林縣,2000/01,斗六,4.8,0.78,-,14.4,73,-,43.81,14.67,29.13,-,-,-,-,-,17.07,-,-,-,-
7653,雲林縣,2000/01,崙背,2.9,0.52,-,22.7,109,-,27.18,5.64,21.69,1.884,0.14,1.74,-,-,17.46,-,-,-,-
7654,雲林縣,2000/01,臺西,1.9,0.47,-,32.1,72,-,15.84,2.86,12.98,-,-,-,-,-,16.41,-,-,-,-
7655,雲林縣,1999/12,斗六,5.1,0.69,-,14.1,90,-,41.27,12.55,28.73,-,-,-,-,-,17.19,-,-,-,-
7656,雲林縣,1999/12,崙背,3.4,0.41,-,22.2,91,-,25.41,4.35,21.19,1.905,0.16,1.75,-,-,18.08,-,-,-,-
7657,雲林縣,1999/12,臺西,2.3,0.28,-,33.1,56,-,14.37,1.68,12.69,-,-,-,-,-,17.04,-,-,-,-
7658,雲林縣,1999/11,斗六,5.1,0.71,-,22.9,110,-,35.64,9.67,25.97,-,-,-,-,-,22.16,-,-,-,-
7659,雲林縣,1999/11,崙背,3.9,0.45,-,23.9,104,-,27.4,5.38,22.01,-,-,1.59,-,-,21.9,-,-,-,-
7660,雲林縣,1999/11,臺西,3.4,0.29,-,31.5,68,-,18.38,2.33,16.05,-,-,-,-,-,21.56,-,-,-,-
7661,雲林縣,1999/10,斗六,4.9,0.64,-,21.8,77,-,27.64,7.06,20.58,-,-,-,-,-,26.0,-,-,-,-
7662,雲林縣,1999/10,崙背,3.1,0.42,-,24.3,88,-,22.95,4.71,18.24,2.004,0.12,1.88,-,-,25.39,-,-,-,-
7663,雲林縣,1999/10,臺西,2.6,0.23,-,33.8,66,-,14.9,2.23,12.71,-,-,-,-,-,24.91,-,-,-,-
7664,雲林縣,1999/09,斗六,3.6,0.55,-,21.8,54,-,19.41,4.01,15.4,-,-,-,-,-,28.03,-,-,-,-
7665,雲林縣,1999/09,崙背,1.3,0.4,-,25.3,89,-,18.98,4.76,14.21,2.017,0.1,1.91,-,-,27.79,-,-,-,-
7666,雲林縣,1999/09,臺西,1.5,0.34,-,34.2,65,-,11.25,1.72,9.54,-,-,-,-,-,27.25,-,-,-,-
7667,雲林縣,1999/08,斗六,1.3,0.47,-,17.2,26,-,15.19,4.24,10.95,-,-,-,-,-,27.97,-,-,-,-
7668,雲林縣,1999/08,崙背,1.1,0.3,-,16.2,44,-,12.05,2.82,9.23,2.072,0.07,2.0,-,-,27.92,-,-,-,-
7669,雲林縣,1999/08,臺西,1.1,0.23,-,22.3,26,-,7.34,1.39,5.96,-,-,-,-,-,27.27,-,-,-,-
7670,雲林縣,1999/07,斗六,1.5,0.43,-,16.5,28,-,14.77,3.49,11.28,-,-,-,-,-,28.31,-,-,-,-
7671,雲林縣,1999/07,崙背,0.6,0.3,-,14.7,43,-,10.36,2.71,7.65,2.001,0.04,1.96,-,-,27.99,-,-,-,-
7672,雲林縣,1999/07,臺西,0.3,0.24,-,23.8,30,-,5.9,1.13,4.77,-,-,-,-,-,27.28,-,-,-,-
7673,雲林縣,1999/06,斗六,3.0,0.48,-,17.5,43,-,21.19,5.88,15.31,-,-,-,-,-,28.66,-,-,-,-
7674,雲林縣,1999/06,崙背,0.9,0.34,-,16.4,53,-,13.38,4.14,9.25,3.576,0.25,3.33,-,-,28.02,-,-,-,-
7675,雲林縣,1999/06,臺西,1.0,0.27,-,23.2,45,-,8.28,1.85,6.44,-,-,-,-,-,27.76,-,-,-,-
7676,雲林縣,1999/05,斗六,4.1,0.64,-,25.6,56,-,29.75,6.0,23.75,-,-,-,-,-,25.14,-,-,-,-
7677,雲林縣,1999/05,崙背,2.8,0.46,-,31.2,61,-,17.96,3.31,14.68,4.781,0.41,4.37,-,-,24.56,-,-,-,-
7678,雲林縣,1999/05,臺西,2.2,0.38,-,39.7,53,-,11.54,1.31,10.26,-,-,-,-,-,24.19,-,-,-,-
7679,雲林縣,1999/04,斗六,6.1,0.68,-,20.5,97,-,32.0,6.26,25.74,-,-,-,-,-,24.51,-,-,-,-
7680,雲林縣,1999/04,崙背,5.0,0.46,-,34.6,104,-,24.25,3.73,20.36,3.8,0.34,3.46,-,-,23.74,-,-,-,-
7681,雲林縣,1999/04,臺西,3.2,0.37,-,46.1,88,-,13.26,1.45,11.81,-,-,-,-,-,23.16,-,-,-,-
7682,雲林縣,1999/03,斗六,6.5,0.76,-,14.0,91,-,34.08,9.42,24.64,-,-,-,-,-,21.9,-,-,-,-
7683,雲林縣,1999/03,崙背,5.0,0.45,-,26.6,86,-,25.65,4.82,20.83,2.262,0.15,2.11,-,-,20.99,-,-,-,-
7684,雲林縣,1999/03,臺西,3.3,0.4,-,38.0,68,-,16.03,2.07,13.96,-,-,-,-,-,20.53,-,-,-,-
7685,雲林縣,1999/02,斗六,5.4,0.75,-,19.8,99,-,31.56,7.45,24.11,-,-,-,-,-,18.53,-,-,-,-
7686,雲林縣,1999/02,崙背,5.4,0.52,-,29.2,116,-,27.85,5.46,22.39,2.099,0.17,1.94,-,-,17.62,-,-,-,-
7687,雲林縣,1999/02,臺西,4.1,0.45,-,38.5,95,-,17.55,2.57,14.98,-,-,-,-,-,17.35,-,-,-,-
7688,雲林縣,1999/01,斗六,5.8,0.85,-,11.8,100,-,39.61,12.61,27.01,-,-,-,-,-,17.76,-,-,-,-
7689,雲林縣,1999/01,崙背,5.9,0.43,-,21.7,101,-,25.34,3.52,21.82,1.901,0.1,1.8,-,-,17.07,-,-,-,-
7690,雲林縣,1999/01,臺西,4.2,0.43,-,34.9,79,-,14.19,1.49,12.7,-,-,-,-,-,16.86,-,-,-,-
7691,雲林縣,1998/12,斗六,5.1,0.8,-,12.7,88,-,37.36,12.02,25.34,-,-,-,-,-,19.95,-,-,-,-
7692,雲林縣,1998/12,崙背,4.7,0.3,-,21.6,90,-,23.49,3.12,20.37,1.835,0.09,1.74,-,-,19.46,-,-,-,-
7693,雲林縣,1998/12,臺西,3.6,0.34,-,34.5,73,-,13.27,1.4,11.87,-,-,-,-,-,19.74,-,-,-,-
7694,雲林縣,1998/11,斗六,6.7,0.91,-,23.2,114,-,38.11,10.17,27.95,-,-,-,-,-,23.85,-,-,-,-
7695,雲林縣,1998/11,崙背,6.5,0.43,-,27.2,109,-,23.22,3.29,20.04,1.938,0.13,1.81,-,-,23.02,-,-,-,-
7696,雲林縣,1998/11,臺西,5.2,0.33,-,37.2,76,-,15.43,2.06,13.38,-,-,-,-,-,23.04,-,-,-,-
7697,嘉義縣,2008/11,朴子,3.9,0.31,-,33.8,107,40,15.61,2.2,13.41,-,-,-,-,-,22.17,-,-,73.25,-
7698,嘉義縣,2008/11,新港,3.3,0.34,-,31.6,95,45,16.37,2.85,13.52,-,-,-,-,-,21.6,-,-,69.89,-
7699,嘉義縣,2008/10,朴子,4.3,0.36,-,42.8,88,43,13.59,1.82,11.76,-,-,-,-,-,26.83,-,-,77.43,-
7700,嘉義縣,2008/10,新港,4.1,0.35,-,37.7,97,51,14.74,2.64,12.09,-,-,-,-,-,26.48,-,-,73.16,-
7701,嘉義縣,2008/09,朴子,3.4,0.3,-,38.9,70,32,10.98,1.76,9.22,-,-,-,-,-,27.98,-,-,78.56,-
7702,嘉義縣,2008/09,新港,3.5,0.3,-,34.5,66,40,12.98,2.48,10.48,-,-,-,-,-,27.71,-,-,73.92,-
7703,嘉義縣,2008/08,朴子,3.2,0.23,-,29.9,43,21,9.57,2.11,7.47,-,-,-,-,-,28.77,-,-,75.75,-
7704,嘉義縣,2008/08,新港,3.1,0.2,-,27.3,40,28,9.52,2.51,7.01,-,-,-,-,-,28.65,-,-,71.43,-
7705,嘉義縣,2008/07,朴子,2.9,0.22,-,26.7,40,17,9.6,2.22,7.39,-,-,-,-,-,28.6,-,-,77.07,-
7706,嘉義縣,2008/07,新港,2.7,0.19,-,23.6,40,24,10.72,3.55,7.2,-,-,-,-,-,28.43,-,-,72.5,-
7707,嘉義縣,2008/06,朴子,3.1,0.27,-,24.8,41,17,11.56,2.88,8.68,-,-,-,-,-,27.81,-,-,77.72,-
7708,嘉義縣,2008/06,新港,2.9,0.22,-,24.0,41,22,11.94,3.97,7.97,-,-,-,-,-,27.63,-,-,72.99,-
7709,嘉義縣,2008/05,朴子,3.7,0.36,-,34.7,70,33,14.32,2.57,11.75,-,-,-,-,-,26.46,-,-,72.64,-
7710,嘉義縣,2008/05,新港,3.5,0.34,-,34.2,64,37,16.3,3.35,12.96,-,-,-,-,-,25.79,-,-,70.78,-
7711,嘉義縣,2008/04,朴子,4.5,0.46,-,36.5,80,46,16.71,2.68,14.03,-,-,-,-,-,24.73,-,-,72.71,-
7712,嘉義縣,2008/04,新港,4.2,0.46,-,35.3,80,49,19.87,4.51,15.36,-,-,-,-,-,23.86,-,-,71.21,-
7713,嘉義縣,2008/03,朴子,5.0,0.46,-,39.4,116,59,17.03,1.68,15.34,-,-,-,-,-,20.92,-,-,69.36,-
7714,嘉義縣,2008/03,新港,4.6,0.48,-,37.7,104,65,19.96,3.19,16.76,-,-,-,-,-,19.82,-,-,68.64,-
7715,嘉義縣,2008/02,朴子,3.2,0.42,-,30.2,88,44,14.65,1.85,12.79,-,-,-,-,-,15.28,-,-,75.21,-
7716,嘉義縣,2008/02,新港,3.4,0.44,-,28.6,79,51,16.62,3.02,13.61,-,-,-,-,-,14.06,-,-,74.07,-
7717,嘉義縣,2008/01,朴子,3.9,0.46,-,24.2,91,40,19.19,2.91,16.27,-,-,-,-,-,18.22,-,-,74.5,-
7718,嘉義縣,2008/01,新港,3.6,0.48,-,22.5,81,46,21.47,4.73,16.74,-,-,-,-,-,17.1,-,-,72.96,-
7719,嘉義縣,2007/12,朴子,4.6,0.51,-,27.6,109,52,20.34,3.01,17.32,-,-,-,-,-,19.85,-,-,74.75,-
7720,嘉義縣,2007/12,新港,4.6,0.55,-,24.5,111,61,23.39,5.07,18.32,-,-,-,-,-,18.89,-,-,72.42,-
7721,嘉義縣,2007/11,朴子,3.6,0.35,-,33.5,-,33,17.14,2.25,14.89,-,-,-,-,-,21.7,-,-,74.17,-
7722,嘉義縣,2007/11,新港,3.5,0.38,-,31.3,84,40,18.31,3.8,14.51,-,-,-,-,-,20.64,-,-,72.93,-
7723,嘉義縣,2007/10,朴子,4.0,0.36,-,40.0,85,37,15.44,1.81,13.63,-,-,-,-,-,25.46,-,-,74.6,-
7724,嘉義縣,2007/10,新港,3.5,0.39,-,37.9,84,41,15.97,3.23,12.73,-,-,-,-,-,24.56,-,-,74.35,-
7725,嘉義縣,2007/09,朴子,3.5,0.39,-,43.7,69,39,12.46,1.58,10.87,-,-,-,-,-,28.38,-,-,76.06,-
7726,嘉義縣,2007/09,新港,3.2,0.39,-,40.7,70,43,13.05,2.93,10.12,-,-,-,-,-,27.47,-,-,-,-
7727,嘉義縣,2007/08,朴子,2.8,0.27,-,28.4,37,19,11.28,2.44,8.84,-,-,-,-,-,27.71,-,-,82.16,-
7728,嘉義縣,2007/08,新港,-,-,-,-,38,23,13.14,3.75,9.39,-,-,-,-,-,28.49,-,-,-,-
7729,嘉義縣,2007/07,朴子,2.5,0.25,-,23.8,40,20,11.18,2.79,8.39,-,-,-,-,-,29.48,-,-,74.76,-
7730,嘉義縣,2007/07,新港,2.9,0.21,-,23.9,39,22,11.61,3.3,8.32,-,-,-,-,-,30.17,-,-,70.91,-
7731,嘉義縣,2007/06,朴子,3.0,0.3,-,22.6,39,19,13.64,3.94,9.69,-,-,-,-,-,28.01,-,-,80.1,-
7732,嘉義縣,2007/06,新港,3.2,0.27,-,21.3,42,22,15.02,4.88,10.15,-,-,-,-,-,28.46,-,-,76.67,-
7733,嘉義縣,2007/05,朴子,3.4,0.4,-,43.4,74,-,13.1,2.19,10.91,-,-,-,-,-,26.67,-,-,78.92,-
7734,嘉義縣,2007/05,新港,3.3,0.38,-,39.0,74,-,14.81,3.71,11.1,-,-,-,-,-,26.96,-,-,75.12,-
7735,嘉義縣,2007/04,朴子,3.4,0.44,-,40.7,75,34,16.55,2.68,13.86,-,-,-,-,-,22.61,-,-,79.35,-
7736,嘉義縣,2007/04,新港,3.3,0.46,-,37.4,75,46,18.38,4.13,14.25,-,-,-,-,-,22.67,-,-,76.17,-
7737,嘉義縣,2007/03,朴子,3.6,0.46,-,32.8,78,37,18.13,2.81,15.32,-,-,-,-,-,21.9,-,-,81.63,-
7738,嘉義縣,2007/03,新港,3.3,0.46,-,29.6,76,44,19.66,4.23,15.44,-,-,-,-,-,21.13,-,-,77.95,-
7739,嘉義縣,2007/02,朴子,4.5,0.48,-,37.1,100,55,19.6,3.06,16.54,-,-,-,-,-,20.32,-,-,78.37,-
7740,嘉義縣,2007/02,新港,4.2,0.51,-,34.5,99,59,21.39,4.85,16.54,-,-,-,-,-,19.63,-,-,73.25,-
7741,嘉義縣,2007/01,朴子,4.7,0.49,-,29.1,96,51,17.63,2.31,15.32,-,-,-,-,-,17.85,-,-,80.31,-
7742,嘉義縣,2007/01,新港,3.8,0.52,-,27.5,89,-,19.13,3.68,15.44,-,-,-,-,-,17.17,-,-,74.7,-
7743,嘉義縣,2006/12,朴子,4.0,0.45,-,27.2,87,40,19.96,3.66,16.3,-,-,-,-,-,19.53,-,-,79.72,-
7744,嘉義縣,2006/12,新港,3.7,0.49,-,26.8,81,-,22.59,6.56,16.02,-,-,-,-,-,18.86,-,-,74.27,-
7745,嘉義縣,2006/11,朴子,4.5,0.47,-,34.3,92,41,19.58,2.79,16.79,-,-,-,-,-,23.85,-,-,79.55,-
7746,嘉義縣,2006/11,新港,3.9,0.51,-,32.0,90,50,21.84,4.78,17.06,-,-,-,-,-,23.4,-,-,74.95,-
7747,嘉義縣,2006/10,朴子,4.5,0.41,-,42.3,108,56,16.48,2.24,14.24,-,-,-,-,-,26.28,-,-,76.39,-
7748,嘉義縣,2006/10,新港,4.1,0.42,-,41.0,111,56,17.93,3.43,14.49,-,-,-,-,-,25.94,-,-,72.51,-
7749,嘉義縣,2006/09,朴子,3.9,0.33,-,38.1,70,34,14.15,2.06,12.08,-,-,-,-,-,27.8,-,-,80.06,-
7750,嘉義縣,2006/09,新港,3.6,0.32,-,35.8,51,-,15.46,3.11,12.34,-,-,-,-,-,27.48,-,-,76.37,-
7751,嘉義縣,2006/08,朴子,3.2,0.28,-,35.0,55,31,11.33,1.82,9.51,-,-,-,-,-,29.39,-,-,80.06,-
7752,嘉義縣,2006/08,新港,3.3,0.26,-,31.4,55,30,13.43,2.94,10.48,-,-,-,-,-,28.96,-,-,76.18,-
7753,嘉義縣,2006/07,朴子,2.6,0.21,-,28.1,47,-,9.66,2.25,7.4,-,-,-,-,-,29.47,-,-,80.99,-
7754,嘉義縣,2006/07,新港,2.8,0.21,-,25.8,44,21,11.36,3.08,8.27,-,-,-,-,-,29.14,-,-,76.57,-
7755,嘉義縣,2006/06,朴子,2.6,0.29,-,25.3,47,22,13.0,4.03,8.98,-,-,-,-,-,27.83,-,-,81.69,-
7756,嘉義縣,2006/06,新港,2.9,0.26,-,22.7,45,21,14.78,5.46,9.33,-,-,-,-,-,27.89,-,-,78.11,-
7757,嘉義縣,2006/05,朴子,3.0,0.35,-,34.5,64,-,12.37,3.15,9.23,-,-,-,-,-,26.99,-,-,72.35,-
7758,嘉義縣,2006/05,新港,3.1,0.34,-,32.9,58,-,14.17,3.91,10.26,-,-,-,-,-,26.61,-,-,77.26,-
7759,嘉義縣,2006/04,朴子,3.3,0.44,-,32.1,81,37,14.4,3.3,11.1,-,-,-,-,-,25.99,-,-,71.59,-
7760,嘉義縣,2006/04,新港,3.6,0.41,-,29.5,69,37,17.85,4.43,13.42,-,-,-,-,-,24.65,-,-,77.44,-
7761,嘉義縣,2006/03,朴子,4.0,0.47,-,34.0,112,49,17.08,2.43,14.65,-,-,-,-,-,21.3,-,-,69.6,-
7762,嘉義縣,2006/03,新港,4.0,0.52,-,31.9,109,57,20.95,4.25,16.69,-,-,-,-,-,19.87,-,-,75.03,-
7763,嘉義縣,2006/02,朴子,3.4,0.44,-,29.6,93,44,16.55,2.2,14.35,-,-,-,-,-,19.6,-,-,71.25,-
7764,嘉義縣,2006/02,新港,3.7,0.48,-,28.3,96,47,19.19,3.57,15.62,-,-,-,-,-,18.12,-,-,76.65,-
7765,嘉義縣,2006/01,朴子,3.6,0.48,-,26.3,86,43,16.95,2.5,14.44,-,-,-,-,-,18.56,-,-,74.76,-
7766,嘉義縣,2006/01,新港,3.8,0.52,-,23.9,90,46,19.53,2.82,16.7,-,-,-,-,-,17.34,-,-,77.99,-
7767,嘉義縣,2005/12,朴子,4.5,0.41,-,26.3,112,42,19.81,2.96,16.83,-,-,-,-,-,17.92,-,-,67.67,-
7768,嘉義縣,2005/12,新港,4.7,0.47,-,25.3,111,49,22.53,4.49,18.03,-,-,-,-,-,17.02,-,-,66.0,-
7769,嘉義縣,2005/11,朴子,3.6,0.43,-,32.5,114,51,17.26,2.31,14.94,-,-,-,-,-,23.94,-,-,69.64,-
7770,嘉義縣,2005/11,新港,-,0.46,-,30.8,118,55,19.61,3.56,16.04,-,-,-,-,-,23.45,-,-,69.17,-
7771,嘉義縣,2005/10,朴子,3.3,0.34,-,36.5,95,36,13.91,1.96,11.94,-,-,-,-,-,25.98,-,-,70.3,-
7772,嘉義縣,2005/10,新港,3.0,0.37,-,35.7,96,40,15.71,2.85,12.85,-,-,-,-,-,25.6,-,-,72.5,-
7773,嘉義縣,2005/09,朴子,3.8,0.36,-,38.2,90,46,13.24,2.41,10.82,-,-,-,-,-,28.88,-,-,71.59,-
7774,嘉義縣,2005/09,新港,3.3,0.33,-,36.4,87,50,14.01,2.77,11.24,-,-,-,-,-,28.62,-,-,74.82,-
7775,嘉義縣,2005/08,朴子,2.8,0.28,-,25.9,56,28,10.11,2.71,7.39,-,-,-,-,-,28.75,-,-,75.35,-
7776,嘉義縣,2005/08,新港,2.2,0.25,-,25.7,53,32,11.38,2.72,8.66,-,-,-,-,-,28.64,-,-,77.69,-
7777,嘉義縣,2005/07,朴子,2.5,0.28,-,27.5,51,29,10.53,2.19,8.34,-,-,-,-,-,29.47,-,-,71.54,-
7778,嘉義縣,2005/07,新港,1.5,0.25,-,26.8,58,33,12.08,3.54,8.53,-,-,-,-,-,29.33,-,-,73.71,-
7779,嘉義縣,2005/06,朴子,2.5,0.33,-,28.0,45,23,10.45,2.44,8.0,-,-,-,-,-,28.19,-,-,76.0,-
7780,嘉義縣,2005/06,新港,2.1,0.29,-,22.1,43,23,12.62,3.43,9.18,-,-,-,-,-,27.71,-,-,77.04,-
7781,嘉義縣,2005/05,朴子,3.4,0.37,-,29.2,47,23,10.84,2.73,8.11,-,-,-,-,-,27.85,-,-,74.34,-
7782,嘉義縣,2005/05,新港,2.4,0.33,-,24.9,51,25,12.49,3.42,9.07,-,-,-,-,-,27.38,-,-,77.4,-
7783,嘉義縣,2005/04,朴子,4.0,0.53,-,40.1,89,51,14.39,2.17,12.21,2.283,0.167,2.116,-,-,24.64,-,-,72.26,-
7784,嘉義縣,2005/04,新港,3.9,0.53,-,33.3,97,53,16.96,4.36,12.6,-,-,-,-,-,24.15,-,-,75.39,-
7785,嘉義縣,2005/03,朴子,4.2,0.51,-,42.3,111,65,17.5,2.14,15.34,2.265,0.163,2.103,-,-,18.63,-,-,70.65,-
7786,嘉義縣,2005/03,新港,3.6,0.54,-,37.1,100,56,19.44,3.55,15.89,-,-,-,-,-,17.78,-,-,73.46,-
7787,嘉義縣,2005/02,朴子,3.1,0.53,-,28.9,-,-,18.76,2.98,15.79,2.266,0.169,2.097,-,-,18.01,-,-,77.13,-
7788,嘉義縣,2005/02,新港,2.3,0.61,-,23.7,77,45,24.36,4.64,19.71,-,-,-,-,-,17.03,-,-,80.03,-
7789,嘉義縣,2005/01,朴子,3.9,0.51,-,29.9,81,-,18.83,2.8,16.02,2.249,0.14,2.109,-,-,17.19,-,-,71.83,-
7790,嘉義縣,2005/01,新港,3.9,0.59,-,24.3,81,-,22.2,4.98,17.22,-,-,-,-,-,16.11,-,-,73.76,-
7791,嘉義縣,2004/12,朴子,4.1,0.46,-,29.2,86,-,18.68,2.81,15.86,2.549,0.197,2.352,-,-,20.06,-,-,72.15,-
7792,嘉義縣,2004/12,新港,-,0.5,-,26.0,109,-,21.7,5.56,16.14,-,-,-,-,-,19.25,-,-,73.79,-
7793,嘉義縣,2004/11,朴子,4.4,0.46,-,39.9,97,-,19.35,2.72,16.63,2.549,0.25,2.299,-,-,23.1,-,-,72.11,-
7794,嘉義縣,2004/11,新港,2.6,0.48,-,35.0,132,-,23.05,4.92,18.13,-,-,-,-,-,21.83,-,-,73.84,-
7795,嘉義縣,2004/10,朴子,3.3,0.31,-,41.5,84,-,-,-,-,2.329,0.163,2.165,-,-,23.99,-,-,65.87,-
7796,嘉義縣,2004/10,新港,2.5,0.32,-,39.6,101,-,-,-,-,-,-,-,-,-,22.76,-,-,68.49,-
7797,嘉義縣,2004/09,朴子,2.9,0.28,-,28.1,44,-,-,-,-,2.327,0.166,2.16,-,-,27.01,-,-,72.94,-
7798,嘉義縣,2004/09,新港,-,0.28,-,32.8,60,-,-,-,-,-,-,-,-,-,27.04,-,-,77.06,-
7799,嘉義縣,2004/08,朴子,3.1,0.27,-,25.3,35,-,-,-,-,-,-,-,-,-,29.27,-,-,73.03,-
7800,嘉義縣,2004/08,新港,1.7,0.24,-,29.5,48,-,-,-,-,-,-,-,-,-,28.51,-,-,75.89,-
7801,嘉義縣,2004/07,朴子,2.5,0.24,-,19.5,28,-,-,-,-,-,-,-,-,-,33.67,-,-,74.07,-
7802,嘉義縣,2004/07,新港,2.0,0.24,-,22.7,37,-,-,-,-,-,-,-,-,-,28.06,-,-,75.8,-
7803,嘉義縣,2004/06,朴子,3.3,0.31,-,33.8,53,-,-,-,-,-,-,-,-,-,-,-,-,68.52,-
7804,嘉義縣,2004/06,新港,3.8,0.27,-,30.7,66,-,13.74,2.93,10.89,-,-,-,-,-,28.22,-,-,71.56,-
7805,嘉義縣,2004/05,朴子,2.9,0.36,-,32.8,52,-,14.71,1.8,12.97,2.316,0.172,2.145,-,-,28.65,-,-,71.16,-
7806,嘉義縣,2004/05,新港,3.4,0.33,-,25.1,63,-,15.21,2.79,12.42,-,-,-,-,-,26.98,-,-,75.65,-
7807,嘉義縣,2004/04,朴子,3.0,0.46,-,40.0,76,-,18.98,1.44,17.53,2.517,0.2,2.317,-,-,24.43,-,-,71.05,-
7808,嘉義縣,2004/04,新港,3.3,0.48,-,28.8,89,-,20.74,3.34,17.37,-,-,-,-,-,23.05,-,-,74.85,-
7809,嘉義縣,2004/03,朴子,2.7,0.41,-,32.9,70,-,20.72,2.13,18.64,2.534,0.197,2.337,-,-,20.27,-,-,72.21,-
7810,嘉義縣,2004/03,新港,2.5,0.44,-,21.8,80,-,19.57,2.66,16.91,-,-,-,-,-,18.99,-,-,76.59,-
7811,嘉義縣,2004/02,朴子,2.7,0.5,-,37.6,92,-,19.64,2.04,17.66,2.161,0.176,1.985,-,-,18.17,-,-,74.53,-
7812,嘉義縣,2004/02,新港,2.8,0.53,-,23.2,105,-,18.47,2.81,15.79,-,-,-,-,-,17.09,-,-,78.06,-
7813,嘉義縣,2004/01,朴子,3.1,0.54,-,29.8,84,-,19.79,2.43,17.42,2.155,0.172,1.983,-,-,17.26,-,-,70.38,-
7814,嘉義縣,2004/01,新港,3.4,0.55,-,20.7,95,-,20.39,4.18,16.28,-,-,-,-,-,17.04,-,-,66.96,-
7815,嘉義縣,2003/12,朴子,3.3,0.48,-,30.1,88,-,21.07,3.03,18.04,-,-,-,-,-,18.46,-,-,66.94,-
7816,嘉義縣,2003/12,新港,3.3,0.58,-,22.7,82,-,27.87,7.13,20.74,-,-,-,-,-,17.08,-,-,69.27,-
7817,嘉義縣,2003/11,朴子,2.2,0.43,-,33.1,94,-,17.87,2.04,15.94,-,-,-,-,-,24.17,-,-,76.26,-
7818,嘉義縣,2003/11,新港,2.5,0.56,-,24.7,84,-,20.79,3.88,17.01,-,-,-,-,-,22.55,-,-,78.52,-
7819,嘉義縣,2003/10,朴子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7820,嘉義縣,2003/10,新港,2.7,0.68,-,32.2,80,-,19.92,3.07,16.96,-,-,-,-,-,25.36,-,-,-,-
7821,嘉義縣,2003/09,朴子,2.2,0.31,-,38.6,73,-,13.3,1.59,11.76,-,-,-,-,-,29.28,-,-,-,-
7822,嘉義縣,2003/09,新港,1.7,0.5,-,28.2,64,-,15.08,2.47,12.63,-,-,-,-,-,28.35,-,-,-,-
7823,嘉義縣,2003/08,朴子,1.6,0.34,-,23.1,36,-,12.69,2.66,10.04,-,-,-,-,-,29.4,-,-,-,-
7824,嘉義縣,2003/08,新港,1.5,0.44,-,20.3,50,-,13.86,3.21,10.76,-,-,-,-,-,29.29,-,-,-,-
7825,嘉義縣,2003/07,朴子,1.6,0.31,-,19.5,32,-,11.8,2.91,8.89,-,-,-,-,-,30.48,-,-,-,-
7826,嘉義縣,2003/07,新港,1.0,0.37,-,17.7,43,-,12.96,3.85,9.18,-,-,-,-,-,30.2,-,-,-,-
7827,嘉義縣,2003/06,朴子,1.7,0.38,-,31.0,49,-,10.84,1.96,8.91,-,-,-,-,-,26.66,-,-,-,-
7828,嘉義縣,2003/06,新港,1.5,0.42,-,29.0,49,-,11.26,2.28,8.98,-,-,-,-,-,27.32,-,-,-,-
